GameDuration,teamDiffAssists,teamDiffAvgLevel,teamDiffCSPerMin,teamDiffDeaths,teamDiffDragons,teamDiffEliteMonsters,teamDiffGoldPerMin,teamDiffHeralds,teamDiffKills,teamDiffTotalExperience,teamDiffTotalGold,teamDiffTotalJungleMinionsKilled,teamDiffTotalMinionsKilled,teamDiffTowersDestroyed,teamDiffWardsDestroyed,teamDiffWardsPlaced,EarlyGameLead
34.0,1,0.0,1.8000000000000007,0,0,1,44.399999999999864,1,0,877,444,0,18,0,1,2,1
16.0,10,0.1999999999999993,6.5,4,1,1,301.4000000000001,0,4,357,3014,1,65,0,4,7,1
31.0,8,0.40000000000000036,0.3000000000000007,6,0,0,437.70000000000005,0,6,1719,4377,8,3,0,1,1,1
31.0,7,0.40000000000000036,1.5999999999999979,5,0,0,203.0,0,5,1411,2030,13,16,0,1,3,1
36.0,0,0.40000000000000036,3.0,1,1,1,88.39999999999986,0,1,1028,884,20,30,0,2,1,0
21.0,7,0.20000000000000018,2.3999999999999986,5,0,0,140.5999999999999,0,5,1006,1406,18,24,0,2,2,1
21.0,6,0.8000000000000007,7.100000000000001,4,1,1,425.9000000000001,0,4,4262,4259,24,71,0,0,10,1
27.0,7,0.6000000000000005,3.3000000000000007,4,1,1,390.9000000000001,0,4,1938,3909,16,33,0,3,0,1
23.0,7,0.40000000000000036,1.8000000000000007,2,1,1,233.9000000000001,0,2,625,2339,5,18,0,0,5,1
31.0,1,0.40000000000000036,1.6999999999999993,3,1,0,118.70000000000005,1,3,714,1187,7,17,0,2,62,1
24.0,2,0.0,1.6999999999999993,2,1,1,131.39999999999986,0,2,566,1314,10,17,0,1,21,0
30.0,2,0.20000000000000018,2.6000000000000014,2,0,1,12.299999999999955,1,2,1313,123,18,26,1,1,13,1
16.0,3,0.6000000000000005,1.6000000000000014,4,1,2,296.4000000000001,1,4,2587,2964,20,16,0,1,1,1
20.0,4,0.20000000000000018,1.6000000000000014,0,1,1,52.09999999999991,0,0,97,521,7,16,0,4,9,1
30.0,0,0.40000000000000036,0.40000000000000213,4,1,0,338.70000000000005,1,4,1454,3387,15,4,1,1,41,1
36.0,1,0.40000000000000036,1.1999999999999993,1,1,1,49.59999999999991,0,1,604,496,4,12,0,2,5,1
27.0,2,0.8000000000000007,3.5,6,0,1,351.5999999999999,1,6,2677,3516,11,35,0,0,94,1
28.0,5,0.40000000000000036,2.200000000000003,1,1,1,157.89999999999986,0,1,1615,1579,20,22,0,0,1,1
27.0,3,0.20000000000000018,2.8999999999999986,1,1,1,74.70000000000005,0,1,782,747,20,29,0,1,1,0
21.0,7,0.40000000000000036,3.8000000000000007,6,0,0,244.5,0,6,1767,2445,16,38,0,0,7,0
29.0,2,0.20000000000000018,4.0,1,1,1,17.799999999999955,0,1,738,178,3,40,0,0,2,1
35.0,5,0.6000000000000005,2.3999999999999986,3,0,0,184.39999999999986,0,3,2222,1844,0,24,0,2,5,0
37.0,2,0.6000000000000005,1.2999999999999972,1,1,2,98.0,1,1,1488,980,6,13,0,2,1,1
34.0,4,0.40000000000000036,0.9000000000000021,3,1,0,279.5,1,3,2702,2795,7,9,0,0,2,1
28.0,5,0.8000000000000007,0.6000000000000014,6,0,0,209.5,0,6,2096,2095,8,6,0,1,0,1
26.0,4,0.0,1.6999999999999993,0,0,0,80.10000000000014,0,0,262,801,0,17,0,1,5,1
34.0,2,0.40000000000000036,0.5999999999999979,2,1,1,50.600000000000136,0,2,700,506,26,6,0,1,1,0
29.0,2,0.8000000000000007,3.0,1,1,1,70.5,0,1,2576,705,8,30,0,0,0,0
24.0,1,0.20000000000000018,0.09999999999999787,1,0,0,70.70000000000005,0,1,1131,707,12,1,0,3,4,0
27.0,5,0.6000000000000005,0.3000000000000007,4,1,2,209.79999999999995,1,4,2184,2098,7,3,0,2,40,1
29.0,8,0.39999999999999947,0.8999999999999986,5,0,0,168.0,0,5,1254,1680,16,9,0,3,1,1
15.0,5,0.5999999999999996,0.5999999999999979,4,1,1,30.0,0,4,1937,300,16,6,1,3,0,0
18.0,11,1.0,5.699999999999999,9,1,2,654.0,1,9,4772,6540,8,57,0,3,16,1
33.0,4,0.0,1.3000000000000007,3,1,1,138.80000000000018,0,3,973,1388,8,13,0,1,25,1
25.0,4,0.40000000000000036,1.2000000000000028,5,1,2,115.79999999999995,1,5,1281,1158,20,12,0,1,0,1
31.0,3,0.40000000000000036,0.3999999999999986,2,0,1,161.9000000000001,1,2,575,1619,13,4,1,0,4,0
27.0,2,0.6000000000000005,0.3000000000000007,2,1,1,29.90000000000009,0,2,454,299,36,3,0,1,5,0
29.0,2,0.0,0.0,4,1,1,117.59999999999991,0,4,763,1176,1,0,0,0,3,0
31.0,2,0.0,1.5999999999999979,2,1,1,94.29999999999995,0,2,140,943,8,16,0,4,1,1
30.0,1,0.40000000000000036,3.400000000000002,1,1,0,144.9000000000001,1,1,777,1449,3,34,0,1,26,1
28.0,4,0.40000000000000036,1.1000000000000014,4,0,0,153.10000000000014,0,4,2275,1531,7,11,0,1,6,1
32.0,7,0.20000000000000018,3.8999999999999986,1,1,0,67.20000000000005,1,1,335,672,16,39,0,1,2,1
28.0,6,0.40000000000000036,0.3000000000000007,0,1,1,38.40000000000009,0,0,2030,384,16,3,0,0,1,0
39.0,3,0.6000000000000005,1.1999999999999993,6,1,0,248.5,1,6,2934,2485,3,12,0,4,2,1
28.0,5,0.6000000000000005,6.5,4,1,0,419.70000000000005,1,4,3107,4197,11,65,0,2,27,1
24.0,1,0.40000000000000036,2.6999999999999993,2,1,1,174.39999999999986,0,2,1555,1744,16,27,0,4,0,1
22.0,4,0.20000000000000018,0.3000000000000007,0,1,1,65.39999999999986,0,0,478,654,1,3,0,1,51,1
16.0,7,1.0,1.1000000000000014,9,1,1,438.89999999999986,0,9,5412,4389,26,11,0,0,4,0
19.0,8,1.0,0.8999999999999986,8,1,1,369.20000000000005,0,8,4028,3692,14,9,0,1,2,1
23.0,0,0.0,1.0999999999999979,2,1,0,17.200000000000045,1,2,278,172,12,11,0,0,1,0
25.0,4,0.0,3.1999999999999993,1,1,1,48.799999999999955,0,1,98,488,8,32,0,1,3,1
23.0,7,0.20000000000000018,2.1999999999999993,3,1,2,179.10000000000014,1,3,507,1791,2,22,0,2,1,1
26.0,3,0.8000000000000007,5.299999999999997,4,1,2,322.5,1,4,1705,3225,19,53,0,0,1,1
31.0,3,0.1999999999999993,2.299999999999997,4,1,1,236.70000000000005,0,4,249,2367,20,23,0,3,2,1
35.0,13,0.0,0.10000000000000142,4,1,1,179.70000000000005,0,4,723,1797,15,1,0,2,3,1
15.0,6,0.20000000000000018,3.6000000000000014,4,0,0,135.60000000000014,0,4,1064,1356,9,36,0,0,2,0
29.0,2,0.0,0.0,0,1,1,20.700000000000045,0,0,251,207,5,0,0,1,2,1
28.0,10,0.7999999999999998,2.299999999999997,6,1,0,269.10000000000014,1,6,1778,2691,7,23,0,0,6,1
28.0,2,0.5999999999999996,2.8000000000000007,5,1,2,373.4000000000001,1,5,2743,3734,4,28,1,1,5,0
36.0,3,0.0,3.3000000000000007,1,0,0,56.700000000000045,0,1,789,567,5,33,0,1,3,0
40.0,1,0.0,2.6999999999999993,1,1,1,89.20000000000005,0,1,818,892,2,27,0,1,29,1
15.0,11,1.0,2.6000000000000014,7,1,1,323.10000000000014,0,7,3010,3231,9,26,0,1,0,1
31.0,6,0.8000000000000007,4.600000000000001,0,1,1,159.0999999999999,0,0,1901,1591,9,46,0,1,4,0
28.0,8,0.40000000000000036,0.6000000000000014,4,0,0,199.79999999999995,0,4,572,1998,9,6,0,0,3,0
15.0,11,1.0,8.3,8,1,2,783.8999999999999,1,8,3333,7839,4,83,2,5,2,1
29.0,11,0.20000000000000018,0.3000000000000007,5,1,1,322.1999999999998,0,5,1012,3222,4,3,0,2,23,1
27.0,12,0.20000000000000018,1.5999999999999979,6,1,0,171.5,1,6,1548,1715,0,16,0,17,21,0
21.0,15,0.7999999999999998,6.100000000000001,8,1,1,508.79999999999995,0,8,2609,5088,4,61,0,1,5,1
36.0,8,0.20000000000000018,0.6999999999999993,1,1,0,108.20000000000005,1,1,14,1082,8,7,2,0,0,0
29.0,9,0.20000000000000018,1.5,6,1,1,188.70000000000005,0,6,519,1887,36,15,0,2,3,1
24.0,6,0.20000000000000018,4.0,6,0,0,279.5,0,6,999,2795,4,40,0,4,22,1
27.0,1,0.1999999999999993,4.800000000000001,0,1,1,54.90000000000009,0,0,224,549,3,48,0,0,29,0
24.0,2,0.40000000000000036,1.5999999999999979,2,0,0,9.599999999999909,0,2,466,96,0,16,0,1,8,0
34.0,1,0.20000000000000018,0.5999999999999979,2,1,1,101.5,0,2,1751,1015,21,6,0,1,15,1
26.0,8,0.6000000000000005,0.1999999999999993,5,1,1,247.4000000000001,0,5,1015,2474,16,2,0,0,128,1
36.0,1,0.20000000000000018,2.1999999999999993,2,1,0,11.099999999999909,1,2,1062,111,16,22,1,1,20,1
28.0,9,0.0,2.599999999999998,2,1,1,137.5,0,2,109,1375,1,26,0,4,1,1
15.0,3,0.40000000000000036,7.0,2,1,1,250.70000000000005,0,2,1567,2507,12,70,0,1,5,1
34.0,3,0.40000000000000036,0.3000000000000007,0,1,1,20.100000000000136,0,0,979,201,7,3,0,2,31,1
33.0,4,0.5999999999999996,2.0,4,0,1,315.20000000000005,1,4,2104,3152,12,20,0,2,9,0
42.0,4,0.0,1.0999999999999979,0,1,1,12.0,0,0,497,120,12,11,0,1,13,1
21.0,2,0.0,1.9000000000000021,2,1,2,137.70000000000005,1,2,221,1377,13,19,0,1,6,1
25.0,3,0.6000000000000005,1.0,4,0,1,307.10000000000014,1,4,2643,3071,28,10,0,1,10,1
23.0,7,0.7999999999999998,5.5,8,1,1,614.8,0,8,3541,6148,10,55,1,1,5,1
33.0,2,0.0,0.29999999999999716,2,1,0,29.5,1,2,791,295,2,3,1,1,28,1
21.0,2,0.0,0.8000000000000007,0,0,0,45.09999999999991,0,0,1157,451,11,8,0,0,1,1
25.0,6,0.0,0.29999999999999716,2,1,1,73.20000000000005,0,2,280,732,26,3,0,0,29,0
34.0,9,0.0,1.9000000000000021,1,1,1,92.0,0,1,386,920,8,19,0,2,3,0
26.0,3,0.20000000000000018,2.400000000000002,3,1,1,203.9000000000001,0,3,2297,2039,12,24,0,1,42,1
23.0,10,0.8000000000000007,4.300000000000001,7,1,2,503.60000000000014,1,7,2248,5036,20,43,1,1,2,1
30.0,8,0.40000000000000036,2.1000000000000014,1,1,1,54.0,0,1,1330,540,8,21,0,5,3,1
16.0,1,0.20000000000000018,2.0,1,1,0,131.89999999999986,1,1,840,1319,4,20,0,5,14,1
24.0,5,0.20000000000000018,8.500000000000002,2,0,0,255.5,0,2,2123,2555,1,85,0,1,27,1
25.0,7,0.7999999999999998,4.5,3,1,1,266.3000000000002,0,3,2578,2663,5,45,0,1,4,0
34.0,1,0.20000000000000018,4.699999999999999,2,1,0,1.7000000000000455,1,2,44,17,25,47,0,5,21,1
33.0,4,0.6000000000000005,3.8000000000000007,0,0,0,85.90000000000009,0,0,1186,859,21,38,0,1,2,0
26.0,1,0.20000000000000018,1.3999999999999986,1,1,1,6.099999999999909,0,1,1120,61,0,14,0,3,0,1
36.0,8,0.20000000000000018,0.40000000000000213,0,1,0,176.0999999999999,1,0,385,1761,2,4,1,2,7,0
31.0,6,0.6000000000000005,2.3999999999999986,2,1,1,107.60000000000014,0,2,1282,1076,5,24,0,1,42,0
17.0,5,0.40000000000000036,2.1000000000000014,3,1,1,219.79999999999995,0,3,1355,2198,20,21,0,4,2,1
24.0,3,0.0,1.8000000000000007,3,0,0,62.600000000000136,0,3,98,626,0,18,0,2,3,1
38.0,0,0.20000000000000018,0.6999999999999993,1,1,1,91.09999999999991,0,1,449,911,7,7,0,2,1,0
21.0,4,1.0,6.5,5,0,0,466.5999999999999,0,5,4288,4666,28,65,0,2,2,1
28.0,6,0.0,0.3000000000000007,0,1,2,116.70000000000005,1,0,431,1167,5,3,1,1,22,0
24.0,1,0.20000000000000018,4.199999999999999,3,1,1,245.4000000000001,0,3,1437,2454,15,42,0,2,20,1
30.0,5,0.39999999999999947,3.3000000000000007,5,1,0,358.0,1,5,2967,3580,19,33,0,2,3,1
47.0,10,0.7999999999999998,5.699999999999999,6,0,0,418.5,0,6,3377,4185,4,57,0,1,38,1
23.0,9,0.20000000000000018,1.5999999999999979,4,1,1,189.9000000000001,0,4,308,1899,13,16,0,1,36,0
25.0,5,0.20000000000000018,2.8999999999999986,3,1,1,43.5,0,3,427,435,17,29,0,0,4,1
31.0,0,0.5999999999999996,0.6000000000000014,3,1,0,302.5,1,3,1823,3025,3,6,1,1,6,1
27.0,2,0.20000000000000018,0.8999999999999986,3,1,2,303.5,1,3,188,3035,0,9,1,2,23,1
32.0,1,0.0,0.1999999999999993,0,1,1,11.799999999999955,0,0,532,118,18,2,0,5,3,1
21.0,6,0.40000000000000036,0.8999999999999986,2,1,1,100.40000000000009,0,2,1446,1004,15,9,0,0,0,0
21.0,2,0.7999999999999998,4.199999999999999,1,1,1,234.0,0,1,2351,2340,22,42,0,1,1,0
26.0,5,0.6000000000000005,5.5,6,1,1,303.4000000000001,0,6,1636,3034,4,55,0,2,2,1
28.0,6,0.40000000000000036,0.5,4,0,1,166.39999999999986,1,4,990,1664,13,5,0,0,30,1
20.0,7,0.20000000000000018,0.20000000000000284,2,1,1,142.79999999999995,0,2,671,1428,4,2,0,3,2,1
28.0,3,0.40000000000000036,2.400000000000002,3,1,1,145.0999999999999,0,3,1441,1451,9,24,0,0,29,1
20.0,8,0.20000000000000018,2.6000000000000014,3,1,1,166.5999999999999,0,3,759,1666,16,26,0,2,0,0
42.0,2,0.0,0.6999999999999993,2,1,1,107.59999999999991,0,2,1288,1076,18,7,0,2,66,0
30.0,1,0.40000000000000036,0.0,1,0,0,3.5,0,1,1112,35,19,0,0,0,91,1
28.0,2,0.8000000000000007,2.8000000000000007,5,0,0,248.0,0,5,3168,2480,16,28,0,0,25,1
26.0,3,0.0,4.100000000000001,3,1,1,171.70000000000005,0,3,508,1717,12,41,0,1,2,1
27.0,2,0.20000000000000018,1.6999999999999993,2,1,2,69.20000000000005,1,2,604,692,4,17,0,1,1,1
26.0,1,0.0,1.4000000000000021,0,0,0,117.09999999999991,0,0,496,1171,4,14,0,0,11,1
23.0,3,0.20000000000000018,2.8000000000000007,2,1,0,46.90000000000009,1,2,755,469,1,28,0,0,22,1
29.0,1,0.0,2.1000000000000014,2,1,1,33.40000000000009,0,2,1403,334,20,21,0,2,1,1
24.0,1,0.5999999999999996,2.6000000000000014,0,1,0,92.40000000000009,1,0,1282,924,16,26,0,1,0,1
32.0,6,0.20000000000000018,2.5,3,0,0,82.70000000000005,0,3,981,827,0,25,0,0,2,0
28.0,4,0.20000000000000018,2.8999999999999986,4,1,0,163.0999999999999,1,4,1338,1631,4,29,0,0,1,0
24.0,0,0.0,4.5,3,1,1,218.4000000000001,0,3,1298,2184,12,45,0,1,71,1
25.0,3,0.39999999999999947,2.900000000000002,1,1,1,83.29999999999995,0,1,1553,833,22,29,0,0,2,0
20.0,4,0.20000000000000018,2.0,2,1,1,147.10000000000014,0,2,1810,1471,7,20,0,4,1,0
27.0,8,0.20000000000000018,0.29999999999999716,6,1,1,254.20000000000005,0,6,525,2542,32,3,0,1,3,1
28.0,5,0.0,1.1999999999999993,3,1,0,146.80000000000018,1,3,195,1468,1,12,0,3,8,1
27.0,0,1.3999999999999995,3.1999999999999993,4,1,0,278.20000000000005,1,4,4425,2782,12,32,0,2,17,0
33.0,3,0.20000000000000018,0.3000000000000007,1,1,0,232.29999999999995,1,1,2444,2323,22,3,0,1,1,1
30.0,4,0.40000000000000036,3.6000000000000014,5,1,1,278.5999999999999,0,5,3197,2786,12,36,0,0,5,0
31.0,2,0.20000000000000018,9.4,0,1,2,220.9000000000001,1,0,1640,2209,13,94,0,1,7,0
17.0,4,1.0,5.400000000000002,7,1,2,496.0999999999999,1,7,3591,4961,27,54,0,1,3,1
42.0,6,0.20000000000000018,3.6999999999999993,1,1,1,6.099999999999909,0,1,1738,61,1,37,0,3,5,1
22.0,2,0.40000000000000036,0.5,1,1,0,3.7999999999999545,1,1,2015,38,3,5,0,2,2,1
29.0,1,0.40000000000000036,2.1999999999999993,5,1,1,191.20000000000005,0,5,1686,1912,10,22,0,4,111,0
23.0,8,0.0,6.699999999999999,2,1,2,240.70000000000005,1,2,543,2407,20,67,0,2,2,1
28.0,3,0.40000000000000036,4.300000000000001,1,1,1,107.79999999999995,0,1,2430,1078,7,43,0,2,8,1
25.0,2,0.5999999999999996,1.0,4,1,1,148.9000000000001,0,4,2144,1489,8,10,0,0,2,1
23.0,0,0.8000000000000007,1.0,6,1,1,218.4000000000001,0,6,2333,2184,2,10,0,4,55,1
21.0,5,0.20000000000000018,4.300000000000001,7,1,1,390.5,0,7,1506,3905,15,43,0,1,50,1
38.0,1,0.0,4.100000000000001,1,1,1,143.30000000000018,0,1,394,1433,7,41,0,4,0,1
32.0,7,0.6000000000000005,2.099999999999998,6,1,1,354.3000000000002,0,6,1737,3543,4,21,0,1,1,1
14.0,5,1.0,4.699999999999999,6,1,1,354.0999999999999,0,6,4118,3541,2,47,0,1,4,0
23.0,0,0.0,0.40000000000000213,0,1,1,42.5,0,0,284,425,7,4,0,1,1,1
26.0,7,0.7999999999999998,0.3000000000000007,3,1,1,273.0,0,3,3068,2730,36,3,0,2,0,0
18.0,7,0.40000000000000036,5.5,6,1,0,429.79999999999995,1,6,2299,4298,0,55,1,1,4,0
26.0,5,0.20000000000000018,0.5,4,0,0,184.0999999999999,0,4,357,1841,16,5,0,2,14,0
18.0,8,0.6000000000000005,1.7000000000000028,7,1,1,302.1999999999998,0,7,2631,3022,0,17,0,2,6,0
26.0,7,0.40000000000000036,3.599999999999998,9,1,1,311.70000000000005,0,9,1745,3117,19,36,0,3,17,1
16.0,2,0.0,1.1000000000000014,6,1,1,248.89999999999986,0,6,2364,2489,1,11,0,1,1,1
26.0,7,0.40000000000000036,2.3999999999999986,6,1,0,351.5,1,6,2156,3515,2,24,0,2,2,0
23.0,1,0.0,0.10000000000000142,3,1,1,193.70000000000005,0,3,766,1937,12,1,0,2,1,1
20.0,10,0.39999999999999947,3.0,7,1,1,499.9000000000001,0,7,1094,4999,35,30,1,1,5,0
17.0,6,1.0,5.100000000000001,6,1,1,508.60000000000014,0,6,3284,5086,11,51,0,4,29,1
24.0,1,0.40000000000000036,1.7999999999999972,2,1,1,119.40000000000009,0,2,2051,1194,1,18,0,23,32,0
35.0,2,0.39999999999999947,2.3999999999999986,2,1,1,92.29999999999995,0,2,828,923,6,24,0,3,1,1
25.0,6,0.20000000000000018,1.0,2,1,2,150.0,1,2,1268,1500,24,10,0,1,0,1
20.0,8,0.7999999999999998,1.1999999999999993,4,1,2,269.10000000000014,1,4,2585,2691,27,12,0,0,9,0
15.0,13,1.0,3.3999999999999986,9,1,1,449.79999999999995,0,9,3370,4498,5,34,0,2,2,1
24.0,12,0.20000000000000018,0.09999999999999787,3,1,2,271.10000000000014,1,3,2160,2711,32,1,0,0,2,0
28.0,1,0.40000000000000036,0.6999999999999993,2,1,1,130.0,0,2,1783,1300,7,7,0,4,5,0
15.0,10,1.0,3.8000000000000007,8,0,1,555.3,1,8,4226,5553,1,38,1,1,2,1
27.0,2,0.40000000000000036,3.0,1,0,0,1.7000000000000455,0,1,1014,17,0,30,0,1,12,0
21.0,3,0.0,4.400000000000002,5,0,0,249.79999999999995,0,5,732,2498,16,44,0,2,2,1
25.0,6,0.20000000000000018,2.099999999999998,1,1,0,132.29999999999995,1,1,183,1323,11,21,0,0,16,1
23.0,7,0.40000000000000036,3.8999999999999986,4,1,1,226.5,0,4,2392,2265,2,39,0,2,30,0
17.0,11,1.1999999999999993,4.699999999999999,10,0,0,595.5999999999999,0,10,4568,5956,8,47,0,4,3,1
27.0,0,0.20000000000000018,0.1999999999999993,1,1,1,107.5,0,1,11,1075,16,2,0,5,1,1
28.0,4,0.20000000000000018,2.8000000000000007,3,1,1,30.100000000000136,0,3,71,301,3,28,0,5,1,1
23.0,1,0.40000000000000036,2.1999999999999993,3,0,1,336.4000000000001,1,3,1990,3364,6,22,1,2,125,0
20.0,3,1.0,5.300000000000001,3,1,1,310.89999999999986,0,3,3007,3109,5,53,0,3,4,0
19.0,10,0.6000000000000005,0.1999999999999993,9,1,0,330.9000000000001,1,9,2603,3309,4,2,1,1,197,0
29.0,4,0.0,0.1999999999999993,1,1,1,22.59999999999991,0,1,972,226,19,2,0,2,7,0
26.0,3,0.20000000000000018,1.0,2,1,1,139.0,0,2,437,1390,6,10,0,3,6,1
24.0,8,0.7999999999999998,2.6999999999999993,7,1,1,398.29999999999995,0,7,1784,3983,4,27,0,0,3,1
16.0,9,1.0,6.699999999999999,10,1,1,596.1000000000001,0,10,4133,5961,8,67,0,1,25,1
22.0,5,0.40000000000000036,1.2000000000000028,2,1,1,224.89999999999986,0,2,2480,2249,8,12,0,2,5,1
15.0,5,0.20000000000000018,5.599999999999998,5,1,2,98.09999999999991,1,5,1105,981,11,56,0,0,6,0
25.0,2,0.7999999999999998,1.5,3,1,1,177.39999999999986,0,3,2576,1774,20,15,0,2,19,1
25.0,5,1.0,8.5,7,0,0,658.1000000000001,0,7,3949,6581,6,85,1,0,1,1
22.0,10,0.20000000000000018,0.40000000000000213,5,1,1,260.20000000000005,0,5,550,2602,8,4,0,3,156,1
35.0,10,0.5999999999999996,2.8999999999999986,8,0,0,260.79999999999995,0,8,1326,2608,3,29,0,3,8,1
25.0,2,0.20000000000000018,0.8000000000000007,0,1,2,106.59999999999991,1,0,560,1066,9,8,0,2,22,1
24.0,12,0.20000000000000018,1.2000000000000028,5,1,1,305.20000000000005,0,5,775,3052,0,12,0,2,5,1
27.0,1,0.6000000000000005,6.899999999999999,2,1,1,245.20000000000005,0,2,2422,2452,14,69,0,3,1,1
24.0,1,0.20000000000000018,0.0,1,1,2,133.0,1,1,378,1330,7,0,1,6,2,1
22.0,8,0.40000000000000036,1.6999999999999993,6,0,0,294.20000000000005,0,6,1785,2942,5,17,0,6,6,0
32.0,6,0.40000000000000036,0.8999999999999986,2,1,1,54.59999999999991,0,2,1470,546,4,9,0,3,1,1
32.0,3,0.40000000000000036,4.399999999999999,1,0,1,26.799999999999955,1,1,789,268,21,44,0,0,8,1
28.0,1,0.0,1.3999999999999986,1,0,0,50.09999999999991,0,1,934,501,5,14,0,4,3,1
16.0,6,0.8000000000000007,2.1999999999999993,5,1,1,254.0999999999999,0,5,3552,2541,25,22,0,5,20,0
21.0,2,0.40000000000000036,1.3000000000000007,1,1,2,94.20000000000005,1,1,1300,942,15,13,0,1,1,1
34.0,7,0.20000000000000018,3.400000000000002,0,1,1,65.29999999999995,0,0,462,653,2,34,0,2,5,0
28.0,1,0.40000000000000036,0.8999999999999986,4,1,1,220.29999999999995,0,4,2404,2203,8,9,0,1,22,0
18.0,6,0.7999999999999998,3.8999999999999986,4,1,2,359.3000000000002,1,4,2516,3593,16,39,0,2,5,1
26.0,1,0.20000000000000018,3.599999999999998,3,1,1,28.299999999999955,0,3,165,283,4,36,0,3,59,1
20.0,3,0.7999999999999998,5.6,6,1,1,365.70000000000005,0,6,3286,3657,23,56,1,1,7,0
26.0,0,0.0,2.3000000000000007,4,1,1,79.29999999999995,0,4,461,793,3,23,0,0,3,0
24.0,15,0.5999999999999996,3.8000000000000007,9,0,0,473.10000000000014,0,9,2817,4731,17,38,0,4,2,1
25.0,2,0.6000000000000005,0.09999999999999787,4,1,2,133.19999999999982,1,4,1998,1332,4,1,0,2,22,0
33.0,2,0.20000000000000018,4.299999999999997,1,1,1,25.300000000000182,0,1,111,253,10,43,0,4,2,0
30.0,7,0.20000000000000018,1.3999999999999986,4,1,1,83.19999999999982,0,4,551,832,27,14,0,0,39,0
24.0,3,0.20000000000000018,0.3000000000000007,3,1,1,174.5,0,3,1766,1745,22,3,0,0,1,1
26.0,2,0.20000000000000018,0.8999999999999986,0,1,1,35.5,0,0,560,355,20,9,0,3,1,1
25.0,0,0.0,5.0,4,1,1,188.30000000000018,0,4,1131,1883,38,50,0,2,3,1
35.0,1,0.6000000000000005,3.5,4,1,2,314.39999999999986,1,4,3235,3144,42,35,0,1,7,1
37.0,6,0.20000000000000018,4.799999999999999,1,1,1,4.7999999999999545,0,1,482,48,9,48,0,4,20,0
21.0,3,0.7999999999999998,2.3000000000000007,2,1,0,246.80000000000018,1,2,2552,2468,21,23,0,0,3,1
17.0,8,1.2000000000000002,8.0,7,1,2,484.9000000000001,1,7,4463,4849,15,80,0,1,3,1
20.0,3,0.0,1.3999999999999986,3,1,1,178.5999999999999,0,3,5,1786,11,14,0,1,4,1
23.0,0,0.7999999999999998,5.800000000000001,7,1,1,412.8000000000002,0,7,2704,4128,6,58,0,2,38,1
28.0,1,0.20000000000000018,4.099999999999998,3,0,0,18.40000000000009,0,3,835,184,4,41,0,1,12,1
16.0,4,0.0,4.199999999999999,5,1,0,288.0999999999999,1,5,981,2881,23,42,0,0,3,1
24.0,6,0.40000000000000036,3.1999999999999993,7,0,0,286.29999999999995,0,7,2632,2863,2,32,0,1,1,0
16.0,4,0.40000000000000036,5.100000000000001,4,1,1,278.29999999999995,0,4,1844,2783,4,51,0,0,3,0
28.0,3,0.20000000000000018,2.0,1,0,0,115.70000000000005,0,1,173,1157,5,20,1,3,38,1
35.0,3,0.0,2.8000000000000007,1,1,0,94.20000000000005,1,1,120,942,5,28,0,3,2,1
27.0,5,0.40000000000000036,2.0,4,1,0,136.70000000000005,1,4,1620,1367,11,20,0,0,76,1
27.0,5,0.20000000000000018,0.09999999999999787,2,1,1,292.9000000000001,0,2,154,2929,4,1,1,11,12,0
24.0,3,0.40000000000000036,2.5,1,1,0,199.20000000000005,1,1,1722,1992,9,25,1,1,113,0
37.0,0,0.40000000000000036,2.5,1,0,1,56.700000000000045,1,1,1168,567,15,25,0,0,19,1
22.0,0,0.7999999999999998,0.8999999999999986,3,1,0,44.600000000000136,1,3,2153,446,2,9,0,0,1,1
29.0,6,0.40000000000000036,8.600000000000001,0,0,0,166.0999999999999,0,0,1369,1661,3,86,0,2,59,0
31.0,11,0.8000000000000007,1.5999999999999979,10,1,1,516.3,0,10,3425,5163,13,16,1,2,19,1
21.0,1,0.20000000000000018,1.0,1,1,1,57.200000000000045,0,1,636,572,4,10,0,1,1,1
16.0,8,0.6000000000000005,3.900000000000002,6,1,2,421.89999999999986,1,6,3256,4219,12,39,0,2,12,1
25.0,7,0.39999999999999947,1.5,7,1,1,260.4000000000001,0,7,2089,2604,16,15,0,3,1,1
25.0,5,0.40000000000000036,2.1999999999999993,2,1,0,306.4000000000001,1,2,537,3064,5,22,1,3,6,1
19.0,7,0.40000000000000036,5.400000000000002,5,1,1,268.9000000000001,0,5,1566,2689,1,54,0,3,12,1
37.0,6,0.0,2.6999999999999993,4,1,1,85.70000000000005,0,4,22,857,0,27,0,3,0,1
23.0,8,1.0,1.7000000000000028,7,0,0,341.79999999999995,0,7,3608,3418,23,17,0,2,22,0
35.0,10,0.20000000000000018,2.900000000000002,3,1,1,131.70000000000005,0,3,872,1317,4,29,0,2,3,0
27.0,1,0.20000000000000018,1.8000000000000007,2,1,1,123.60000000000014,0,2,478,1236,12,18,0,3,7,1
28.0,1,0.39999999999999947,2.6999999999999993,2,0,1,125.40000000000009,1,2,293,1254,27,27,0,2,4,1
30.0,1,0.20000000000000018,2.5,1,1,1,33.700000000000045,0,1,124,337,2,25,0,1,2,1
23.0,3,0.40000000000000036,5.699999999999999,2,1,1,74.5,0,2,156,745,2,57,0,3,1,1
35.0,4,0.0,2.3999999999999986,6,1,1,252.39999999999986,0,6,376,2524,7,24,0,0,0,1
