GameDuration,teamDiffAssists,teamDiffAvgLevel,teamDiffCSPerMin,teamDiffDeaths,teamDiffDragons,teamDiffEliteMonsters,teamDiffGoldPerMin,teamDiffHeralds,teamDiffKills,teamDiffTotalExperience,teamDiffTotalGold,teamDiffTotalJungleMinionsKilled,teamDiffTotalMinionsKilled,teamDiffTowersDestroyed,teamDiffWardsDestroyed,teamDiffWardsPlaced,EarlyGameLead
22.0,3,0.20000000000000018,0.5,2,0,1,194.39999999999986,1,2,1062,1944,17,5,0,1,4,0
30.0,9,0.0,2.6000000000000014,6,1,1,316.4000000000001,0,6,287,3164,20,26,1,0,1,0
23.0,4,0.40000000000000036,2.5,3,1,1,194.70000000000005,0,3,2097,1947,12,25,0,0,8,1
25.0,1,0.6000000000000005,1.5999999999999979,1,1,0,39.600000000000136,1,1,1813,396,28,16,1,1,22,0
32.0,3,0.40000000000000036,2.900000000000002,3,1,0,169.69999999999982,1,3,293,1697,20,29,0,1,6,1
15.0,9,0.5999999999999996,2.3999999999999986,8,1,1,484.5,0,8,2789,4845,14,24,0,2,11,1
20.0,1,1.0,3.200000000000003,5,1,1,337.0,0,5,4484,3370,29,32,0,1,28,0
25.0,7,0.7999999999999998,5.399999999999999,7,0,0,519.0999999999999,0,7,3819,5191,9,54,0,4,7,1
35.0,3,0.40000000000000036,3.8000000000000007,1,0,0,302.39999999999986,0,1,1285,3024,3,38,1,1,20,1
24.0,0,0.40000000000000036,7.0,1,1,0,211.39999999999986,1,1,1121,2114,9,70,0,1,4,1
19.0,6,0.7999999999999998,3.0,6,1,1,355.5,0,6,3207,3555,2,30,0,2,11,0
29.0,7,0.0,4.0,1,1,1,230.9000000000001,0,1,1211,2309,16,40,0,0,3,1
29.0,11,0.20000000000000018,0.8999999999999986,6,0,1,255.4000000000001,1,6,2576,2554,4,9,0,5,1,1
39.0,5,0.20000000000000018,0.6999999999999993,1,1,1,65.40000000000009,0,1,97,654,5,7,0,0,3,0
16.0,9,1.0,4.200000000000003,7,0,1,482.4000000000001,1,7,2940,4824,2,42,0,5,15,1
18.0,4,1.2000000000000002,6.800000000000001,7,1,0,688.3,1,7,5337,6883,26,68,2,1,4,1
22.0,3,0.39999999999999947,1.6999999999999993,1,1,0,96.79999999999995,1,1,3,968,10,17,0,1,2,1
16.0,16,0.40000000000000036,0.29999999999999716,8,1,1,452.5999999999999,0,8,2062,4526,4,3,0,1,5,1
15.0,4,0.6000000000000005,0.5,5,1,1,285.0,0,5,832,2850,5,5,0,3,29,1
16.0,4,0.20000000000000018,3.1999999999999993,3,1,2,276.0,1,3,1872,2760,1,32,0,0,6,1
34.0,7,0.40000000000000036,0.3999999999999986,5,1,1,214.5,0,5,1335,2145,0,4,0,4,3,1
27.0,1,0.20000000000000018,1.8000000000000007,0,0,1,120.20000000000005,1,0,535,1202,9,18,0,3,0,1
35.0,1,0.8000000000000007,4.400000000000002,7,1,1,346.89999999999986,0,7,3684,3469,11,44,0,1,1,1
26.0,6,0.0,0.40000000000000213,1,1,1,108.29999999999995,0,1,127,1083,23,4,0,4,27,1
30.0,2,0.20000000000000018,0.8000000000000007,0,1,1,91.39999999999986,0,0,34,914,18,8,0,1,5,1
21.0,0,0.20000000000000018,0.09999999999999787,2,1,1,143.60000000000014,0,2,1597,1436,11,1,0,1,1,0
24.0,9,0.40000000000000036,1.0,4,1,1,225.5999999999999,0,4,725,2256,9,10,0,0,0,0
33.0,4,0.0,3.3000000000000007,2,1,0,120.60000000000014,1,2,1055,1206,19,33,0,0,19,1
28.0,13,0.20000000000000018,5.300000000000001,1,1,1,24.300000000000182,0,1,276,243,5,53,0,1,17,0
27.0,2,0.40000000000000036,2.700000000000003,1,0,0,36.799999999999955,0,1,612,368,13,27,0,3,2,1
22.0,1,0.40000000000000036,1.5,1,1,1,9.0,0,1,739,90,3,15,0,2,0,0
24.0,2,0.40000000000000036,0.29999999999999716,4,0,0,171.70000000000005,0,4,1335,1717,9,3,0,1,2,1
23.0,7,0.0,2.8000000000000007,2,0,1,87.5,1,2,276,875,4,28,0,1,3,1
31.0,1,0.20000000000000018,1.3000000000000007,1,1,1,27.40000000000009,0,1,459,274,11,13,0,1,5,1
35.0,7,0.20000000000000018,1.0,4,0,1,95.59999999999991,1,4,16,956,13,10,0,3,2,0
29.0,3,0.40000000000000036,0.5999999999999979,0,1,0,86.09999999999991,1,0,1078,861,1,6,0,0,1,1
21.0,5,1.5999999999999996,4.199999999999999,8,1,2,547.0999999999999,1,8,4481,5471,17,42,1,1,1,0
34.0,1,0.20000000000000018,3.900000000000002,0,1,2,15.900000000000091,1,0,363,159,26,39,0,4,28,0
37.0,1,0.40000000000000036,5.0,1,1,2,333.5,1,1,2502,3335,18,50,1,1,30,0
23.0,1,0.0,2.3000000000000007,1,1,1,80.29999999999995,0,1,798,803,24,23,0,4,20,1
16.0,1,0.20000000000000018,1.6999999999999993,4,0,0,70.0,0,4,1781,700,9,17,0,0,1,1
46.0,9,1.0,3.1999999999999993,12,0,0,549.0999999999999,0,12,4640,5491,4,32,0,2,0,1
33.0,2,0.40000000000000036,3.3000000000000007,0,1,1,162.0,0,0,1655,1620,24,33,0,3,1,1
24.0,4,0.39999999999999947,0.3999999999999986,1,0,0,147.79999999999995,0,1,1657,1478,8,4,0,3,2,1
30.0,4,1.0,1.3000000000000007,7,1,0,440.5999999999999,1,7,2663,4406,19,13,1,3,15,1
27.0,1,0.20000000000000018,2.6000000000000014,4,0,0,101.5,0,4,1031,1015,8,26,0,3,3,1
32.0,9,0.8000000000000007,6.800000000000001,10,1,1,505.70000000000005,0,10,3732,5057,0,68,0,2,4,1
22.0,3,0.40000000000000036,2.599999999999998,0,1,0,146.5,1,0,1232,1465,5,26,0,0,10,1
30.0,10,0.8000000000000007,4.5,7,1,1,372.0,0,7,2126,3720,31,45,0,1,1,1
28.0,11,0.40000000000000036,0.5,2,1,1,182.5,0,2,1174,1825,8,5,0,0,2,1
15.0,2,0.20000000000000018,3.8999999999999986,2,1,2,208.20000000000005,1,2,1005,2082,4,39,0,1,21,1
16.0,3,0.8000000000000007,1.6000000000000014,7,0,0,210.89999999999986,0,7,3154,2109,5,16,0,4,25,0
24.0,2,0.40000000000000036,5.100000000000001,0,1,1,77.20000000000005,0,0,702,772,0,51,0,2,23,0
16.0,4,0.0,3.3999999999999986,2,0,0,133.79999999999995,0,2,385,1338,8,34,0,3,21,1
35.0,0,0.20000000000000018,0.5999999999999979,1,0,0,84.10000000000014,0,1,678,841,3,6,0,3,2,0
19.0,7,0.5999999999999996,0.3999999999999986,6,1,2,293.29999999999995,1,6,2159,2933,29,4,0,1,5,1
26.0,3,0.0,1.3000000000000007,2,1,2,8.799999999999955,1,2,555,88,4,13,0,1,1,1
27.0,6,0.40000000000000036,0.40000000000000213,3,1,2,334.5999999999999,1,3,1685,3346,2,4,1,1,6,1
27.0,14,0.6000000000000005,3.5,7,1,1,402.4000000000001,0,7,1999,4024,12,35,0,0,5,1
33.0,3,0.40000000000000036,3.8999999999999986,1,1,1,115.5,0,1,868,1155,5,39,0,0,6,1
36.0,0,0.0,1.6000000000000014,0,0,0,100.39999999999986,0,0,458,1004,13,16,0,0,46,0
24.0,1,0.7999999999999998,0.09999999999999787,1,1,0,204.29999999999995,1,1,1866,2043,12,1,1,2,3,1
26.0,6,0.40000000000000036,4.900000000000002,2,1,0,81.10000000000014,1,2,426,811,20,49,1,1,22,1
19.0,8,1.0,3.1999999999999993,8,1,1,427.5,0,8,2943,4275,1,32,0,3,20,1
28.0,2,0.40000000000000036,1.6000000000000014,0,1,1,21.799999999999955,0,0,840,218,30,16,0,7,26,1
30.0,6,0.0,4.300000000000001,2,0,0,78.59999999999991,0,2,808,786,5,43,1,3,38,1
19.0,4,0.5999999999999996,2.700000000000003,6,1,1,335.9000000000001,0,6,2255,3359,16,27,0,1,2,1
28.0,4,0.20000000000000018,0.3999999999999986,3,1,1,229.20000000000005,0,3,810,2292,12,4,0,1,2,1
28.0,5,0.20000000000000018,1.0999999999999979,1,1,1,183.79999999999995,0,1,366,1838,4,11,0,3,72,1
21.0,2,0.5999999999999996,2.1000000000000014,4,0,0,212.10000000000014,0,4,1813,2121,14,21,0,2,4,1
23.0,6,0.20000000000000018,0.1999999999999993,1,1,1,239.4000000000001,0,1,873,2394,6,2,0,2,128,1
32.0,2,0.40000000000000036,0.5999999999999979,1,1,1,108.40000000000009,0,1,1632,1084,22,6,0,2,3,0
33.0,5,0.5999999999999996,5.100000000000001,0,1,1,115.89999999999986,0,0,3144,1159,25,51,0,4,4,0
26.0,11,0.0,0.5,4,1,1,132.79999999999995,0,4,1106,1328,25,5,0,1,1,0
27.0,1,0.20000000000000018,3.3000000000000007,0,1,1,152.19999999999982,0,0,277,1522,19,33,0,0,3,0
32.0,7,0.20000000000000018,1.1999999999999993,7,1,1,353.4000000000001,0,7,1814,3534,4,12,0,3,26,0
24.0,4,0.40000000000000036,0.10000000000000142,1,1,1,29.200000000000045,0,1,760,292,17,1,0,6,5,0
35.0,2,0.40000000000000036,2.400000000000002,2,0,0,256.0999999999999,0,2,1875,2561,11,24,0,1,4,1
22.0,3,0.40000000000000036,3.6999999999999993,1,0,0,190.79999999999995,0,1,994,1908,24,37,0,2,26,1
25.0,2,0.20000000000000018,0.10000000000000142,2,1,2,181.5,1,2,1309,1815,13,1,0,0,0,1
33.0,4,0.0,4.399999999999999,2,1,2,26.59999999999991,1,2,65,266,16,44,0,0,2,1
23.0,5,0.0,5.100000000000001,1,1,1,138.20000000000005,0,1,271,1382,8,51,0,3,1,1
17.0,2,0.7999999999999998,2.400000000000002,4,1,2,264.29999999999995,1,4,3340,2643,7,24,0,0,5,0
27.0,1,0.20000000000000018,3.1000000000000014,0,1,1,125.89999999999986,0,0,720,1259,17,31,0,2,5,1
31.0,3,0.40000000000000036,1.6000000000000014,3,0,0,123.09999999999991,0,3,93,1231,10,16,0,0,69,1
31.0,6,0.40000000000000036,4.099999999999998,4,1,2,227.9000000000001,1,4,958,2279,28,41,0,0,9,0
25.0,1,0.20000000000000018,0.6000000000000014,1,1,1,75.30000000000018,0,1,263,753,3,6,0,0,2,1
23.0,2,0.20000000000000018,3.1999999999999993,2,1,1,20.09999999999991,0,2,1063,201,9,32,0,1,36,1
29.0,1,0.39999999999999947,3.8999999999999986,0,1,1,103.29999999999995,0,0,1209,1033,4,39,0,1,65,0
29.0,4,0.20000000000000018,1.6000000000000014,2,1,1,35.299999999999955,0,2,370,353,1,16,0,1,29,0
35.0,7,0.20000000000000018,1.5,3,1,1,61.90000000000009,0,3,1021,619,20,15,0,2,18,1
32.0,1,0.40000000000000036,0.3000000000000007,1,1,0,48.299999999999955,1,1,427,483,4,3,0,0,18,0
15.0,4,0.20000000000000018,0.8000000000000007,4,1,2,240.4000000000001,1,4,1129,2404,5,8,1,1,77,1
42.0,4,0.39999999999999947,1.1999999999999993,0,0,0,24.40000000000009,0,0,78,244,9,12,0,5,1,1
30.0,11,0.20000000000000018,0.10000000000000142,7,1,1,265.29999999999995,0,7,1372,2653,7,1,0,2,41,1
24.0,4,0.20000000000000018,3.8999999999999986,1,1,1,9.400000000000091,0,1,487,94,3,39,0,1,76,0
44.0,3,0.20000000000000018,2.8000000000000007,0,1,0,73.59999999999991,1,0,226,736,17,28,0,3,7,1
26.0,8,0.40000000000000036,1.0999999999999979,5,1,1,403.39999999999986,0,5,1938,4034,5,11,0,1,3,1
26.0,5,0.20000000000000018,0.3000000000000007,1,1,0,60.899999999999864,1,1,609,609,12,3,0,1,3,0
20.0,5,0.5999999999999996,0.8999999999999986,3,1,1,232.70000000000005,0,3,742,2327,1,9,0,5,2,1
26.0,2,0.6000000000000005,6.599999999999998,4,1,1,391.60000000000014,0,4,2883,3916,31,66,0,2,3,0
18.0,0,0.20000000000000018,2.1000000000000014,0,1,0,72.5,1,0,925,725,30,21,0,2,52,0
20.0,3,0.40000000000000036,1.5999999999999979,5,0,1,267.5,1,5,2192,2675,1,16,0,2,71,1
19.0,2,0.40000000000000036,3.599999999999998,3,0,0,234.5999999999999,0,3,1871,2346,15,36,0,0,5,0
25.0,0,0.40000000000000036,1.1999999999999993,1,1,1,6.5,0,1,1208,65,19,12,0,3,3,1
23.0,7,0.20000000000000018,0.8999999999999986,5,1,1,375.0,0,5,1447,3750,10,9,1,1,4,1
28.0,10,0.40000000000000036,0.6000000000000014,1,1,1,15.0,0,1,446,150,7,6,0,1,27,1
25.0,3,0.20000000000000018,2.6999999999999993,0,0,0,138.29999999999995,0,0,970,1383,11,27,0,0,2,0
22.0,11,0.39999999999999947,0.6999999999999993,4,1,0,144.10000000000014,1,4,938,1441,9,7,0,3,4,0
23.0,12,0.6000000000000005,3.8000000000000007,8,1,1,489.79999999999995,0,8,3092,4898,20,38,0,1,5,0
23.0,2,0.40000000000000036,1.8999999999999986,1,1,2,50.299999999999955,1,1,194,503,44,19,0,1,34,0
24.0,18,0.7999999999999998,0.6999999999999993,10,1,1,631.9000000000001,0,10,3391,6319,12,7,0,2,3,1
36.0,0,0.0,0.8000000000000007,2,0,0,23.799999999999955,0,2,275,238,2,8,0,0,129,0
30.0,1,0.6000000000000005,3.0,6,1,1,304.79999999999995,0,6,3175,3048,3,30,0,1,18,0
15.0,3,1.4000000000000004,9.2,8,0,0,823.4000000000001,0,8,6026,8234,11,92,3,2,108,0
30.0,7,0.20000000000000018,2.099999999999998,4,1,1,92.5,0,4,41,925,9,21,0,0,5,1
27.0,3,0.20000000000000018,0.5,1,1,0,133.89999999999986,1,1,614,1339,12,5,0,6,33,1
26.0,3,0.20000000000000018,1.5,4,1,1,120.10000000000014,0,4,46,1201,28,15,0,2,2,1
26.0,1,0.20000000000000018,2.1000000000000014,1,1,2,5.899999999999864,1,1,1231,59,2,21,0,2,2,1
29.0,1,0.0,3.799999999999997,2,1,1,129.39999999999986,0,2,1165,1294,6,38,0,2,79,0
21.0,8,0.5999999999999996,1.0,7,1,1,453.5000000000002,0,7,1970,4535,12,10,1,1,0,0
31.0,1,0.20000000000000018,5.5,1,0,1,192.5,1,1,904,1925,14,55,0,1,4,1
28.0,0,0.20000000000000018,3.099999999999998,2,1,1,162.9000000000001,0,2,287,1629,24,31,0,2,2,1
34.0,1,0.20000000000000018,2.599999999999998,2,1,1,85.60000000000014,0,2,642,856,11,26,0,0,35,1
28.0,7,0.20000000000000018,0.9000000000000021,5,1,1,295.5,0,5,1124,2955,16,9,0,0,19,1
42.0,5,0.0,2.200000000000003,4,1,2,141.79999999999995,1,4,129,1418,8,22,0,1,16,1
25.0,6,0.20000000000000018,0.10000000000000142,3,1,1,126.30000000000018,0,3,392,1263,5,1,0,1,7,1
15.0,9,0.6000000000000005,2.6000000000000014,8,1,0,318.70000000000005,1,8,1811,3187,2,26,0,2,1,1
25.0,8,0.0,0.6000000000000014,6,1,0,324.39999999999986,1,6,1208,3244,12,6,0,2,2,1
31.0,4,0.40000000000000036,3.1000000000000014,4,1,0,162.5999999999999,1,4,849,1626,12,31,0,2,4,0
31.0,5,0.20000000000000018,0.5999999999999979,3,0,0,127.09999999999991,0,3,531,1271,8,6,0,0,5,1
29.0,2,0.40000000000000036,2.200000000000003,2,1,0,70.60000000000014,1,2,766,706,8,22,0,2,9,0
32.0,6,0.20000000000000018,1.8999999999999986,3,0,1,42.0,1,3,1518,420,13,19,0,1,23,1
27.0,5,0.0,2.8999999999999986,2,1,2,42.5,1,2,422,425,30,29,0,1,1,1
21.0,9,0.8000000000000007,1.8999999999999986,8,1,0,417.5,1,8,3930,4175,11,19,0,3,19,0
18.0,10,0.20000000000000018,3.3000000000000007,5,1,1,286.5999999999999,0,5,1474,2866,2,33,0,2,32,1
16.0,11,0.40000000000000036,0.40000000000000213,9,1,1,364.5,0,9,1801,3645,17,4,0,2,3,1
32.0,6,0.0,0.8999999999999986,1,1,1,93.0,0,1,567,930,21,9,0,1,5,1
27.0,0,0.8000000000000007,3.099999999999998,1,1,1,261.70000000000005,0,1,3735,2617,44,31,0,1,9,1
27.0,0,0.40000000000000036,2.0,2,1,1,127.60000000000014,0,2,1161,1276,12,20,0,2,3,0
19.0,3,0.40000000000000036,2.400000000000002,3,0,0,103.09999999999991,0,3,570,1031,3,24,0,2,63,1
27.0,1,0.20000000000000018,0.10000000000000142,1,1,1,39.600000000000136,0,1,795,396,3,1,0,2,0,1
22.0,2,0.0,3.6000000000000014,1,1,0,244.5,1,1,81,2445,30,36,1,2,13,0
32.0,14,0.6000000000000005,4.899999999999999,8,0,0,551.5,0,8,3391,5515,8,49,0,1,20,1
17.0,11,0.40000000000000036,0.5,9,1,1,350.1999999999998,0,9,2187,3502,3,5,0,1,1,1
25.0,4,0.0,5.100000000000001,2,1,2,161.30000000000018,1,2,80,1613,20,51,0,4,4,1
20.0,7,1.0,1.5,7,1,1,331.10000000000014,0,7,3991,3311,18,15,0,6,21,0
31.0,2,0.20000000000000018,5.300000000000001,0,1,1,125.5,0,0,121,1255,8,53,0,3,4,1
28.0,0,0.0,0.1999999999999993,0,1,1,64.19999999999982,0,0,3,642,20,2,0,0,15,1
28.0,5,0.40000000000000036,0.8999999999999986,2,1,1,142.79999999999995,0,2,1532,1428,12,9,0,0,13,0
30.0,4,0.8000000000000007,1.0,5,0,0,173.5,0,5,2029,1735,25,10,0,4,5,1
31.0,6,0.6000000000000005,0.6999999999999993,1,1,1,78.5,0,1,1188,785,4,7,0,2,16,0
26.0,3,0.20000000000000018,2.3000000000000007,0,1,1,111.70000000000005,0,0,509,1117,1,23,0,2,4,0
36.0,4,0.40000000000000036,2.3000000000000007,3,0,1,74.79999999999995,1,3,1865,748,12,23,0,2,25,1
20.0,8,0.20000000000000018,6.599999999999998,3,1,1,12.5,0,3,537,125,5,66,0,2,80,0
15.0,8,0.40000000000000036,0.5,7,1,1,361.29999999999995,0,7,1592,3613,4,5,0,1,27,1
16.0,5,0.6000000000000005,1.3999999999999986,8,1,0,372.29999999999995,1,8,2815,3723,13,14,0,1,95,1
17.0,9,1.0,0.6000000000000014,6,1,0,507.29999999999995,1,6,1803,5073,1,6,1,1,5,1
36.0,3,0.0,2.8000000000000007,1,1,2,103.09999999999991,1,1,98,1031,0,28,0,1,1,1
25.0,5,0.39999999999999947,2.6000000000000014,4,1,1,247.0,0,4,1917,2470,9,26,0,3,3,1
23.0,6,0.0,3.8000000000000007,6,1,1,274.79999999999995,0,6,842,2748,3,38,0,2,1,1
28.0,8,0.6000000000000005,7.299999999999999,4,1,2,286.0999999999999,1,4,2348,2861,1,73,0,2,41,1
21.0,9,0.6000000000000005,0.8000000000000007,5,1,2,252.39999999999986,1,5,2733,2524,23,8,0,1,26,1
36.0,1,0.5999999999999996,3.6999999999999993,3,1,1,219.10000000000014,0,3,2220,2191,2,37,0,1,2,0
19.0,3,0.7999999999999998,5.899999999999999,6,0,0,501.4000000000001,0,6,3238,5014,7,59,1,1,1,1
20.0,1,0.0,0.3000000000000007,1,1,0,102.29999999999995,1,1,92,1023,4,3,0,0,1,1
22.0,5,0.40000000000000036,1.1999999999999993,3,1,0,149.70000000000005,1,3,1555,1497,1,12,0,4,5,1
17.0,2,0.20000000000000018,0.8000000000000007,4,0,0,155.4000000000001,0,4,781,1554,19,8,0,1,94,0
24.0,3,1.1999999999999993,0.8999999999999986,4,1,1,231.0,0,4,4456,2310,50,9,0,3,21,1
31.0,3,0.0,0.6999999999999993,2,1,1,90.69999999999982,0,2,1159,907,10,7,0,2,3,0
40.0,7,0.6000000000000005,5.600000000000001,3,1,1,322.6999999999998,0,3,1158,3227,5,56,0,2,1,0
16.0,4,0.6000000000000005,2.5,7,1,1,408.29999999999995,0,7,3740,4083,2,25,0,0,1,1
31.0,1,0.40000000000000036,1.6999999999999993,2,1,1,139.70000000000005,0,2,730,1397,28,17,0,2,20,1
29.0,3,0.0,0.9000000000000021,0,1,0,56.40000000000009,1,0,422,564,17,9,0,0,2,0
28.0,8,0.40000000000000036,2.8999999999999986,6,1,1,122.10000000000014,0,6,214,1221,2,29,0,2,2,1
18.0,4,0.20000000000000018,2.1000000000000014,3,1,1,109.29999999999995,0,3,449,1093,22,21,0,2,2,1
24.0,2,0.20000000000000018,0.9000000000000021,2,1,2,130.0999999999999,1,2,502,1301,14,9,0,1,0,0
22.0,5,0.20000000000000018,3.099999999999998,4,0,0,239.29999999999995,0,4,881,2393,7,31,0,3,0,0
29.0,1,0.20000000000000018,4.900000000000002,1,1,1,6.600000000000136,0,1,115,66,7,49,0,0,1,0
27.0,5,0.20000000000000018,0.40000000000000213,6,1,0,199.4000000000001,1,6,1541,1994,6,4,0,2,21,1
37.0,2,0.40000000000000036,0.8999999999999986,0,0,0,113.09999999999991,0,0,1921,1131,24,9,0,10,16,1
21.0,1,0.0,3.0,3,1,0,105.5,1,3,1659,1055,21,30,0,3,7,0
29.0,5,0.40000000000000036,1.8999999999999986,2,1,1,79.79999999999995,0,2,1263,798,32,19,0,0,9,0
24.0,7,0.20000000000000018,4.199999999999999,2,1,0,113.40000000000009,1,2,157,1134,6,42,0,12,32,0
28.0,2,0.40000000000000036,3.099999999999998,2,1,0,288.29999999999995,1,2,1059,2883,4,31,1,2,4,0
25.0,9,0.6000000000000005,0.6999999999999993,7,1,0,322.5999999999999,1,7,2335,3226,11,7,0,0,5,0
33.0,0,0.5999999999999996,3.599999999999998,4,1,2,81.40000000000009,1,4,2199,814,4,36,0,2,4,1
32.0,1,0.40000000000000036,1.3999999999999986,3,0,1,120.89999999999986,1,3,747,1209,7,14,0,1,108,0
28.0,3,0.40000000000000036,1.3999999999999986,0,1,0,25.600000000000136,1,0,241,256,5,14,0,5,7,1
48.0,8,0.20000000000000018,5.0,8,0,0,388.0999999999999,0,8,447,3881,19,50,0,1,24,1
15.0,8,0.7999999999999998,0.6999999999999993,5,1,1,361.0,0,5,2295,3610,5,7,0,1,13,1
15.0,8,0.8000000000000007,3.0,5,1,1,301.3000000000002,0,5,2244,3013,7,30,0,4,7,1
33.0,4,0.20000000000000018,0.5,4,1,1,135.29999999999995,0,4,1332,1353,10,5,0,2,7,1
24.0,8,0.6000000000000005,5.099999999999998,3,1,0,291.4000000000001,1,3,2683,2914,0,51,0,0,13,1
32.0,2,0.20000000000000018,2.900000000000002,3,1,2,197.4000000000001,1,3,861,1974,4,29,0,3,24,0
20.0,7,0.40000000000000036,1.0,5,1,0,301.1999999999998,1,5,1300,3012,1,10,0,0,5,1
16.0,4,0.20000000000000018,1.8000000000000007,1,1,0,3.0,1,1,200,30,4,18,0,12,27,1
34.0,4,0.20000000000000018,3.400000000000002,1,1,2,174.70000000000005,1,1,1827,1747,3,34,0,1,60,1
19.0,3,0.6000000000000005,1.6999999999999993,1,1,0,33.299999999999955,1,1,1358,333,8,17,0,1,3,1
31.0,7,0.20000000000000018,2.3000000000000007,2,0,0,129.4000000000001,0,2,213,1294,4,23,0,0,1,0
23.0,7,0.0,5.0,3,1,1,177.30000000000018,0,3,422,1773,19,50,0,0,1,0
28.0,0,0.40000000000000036,1.2999999999999972,1,1,1,32.5,0,1,772,325,10,13,0,0,7,0
22.0,11,0.20000000000000018,2.6999999999999993,3,1,0,16.299999999999955,1,3,674,163,10,27,1,1,7,0
29.0,6,0.40000000000000036,1.5,7,1,1,228.0999999999999,0,7,1283,2281,4,15,0,0,4,1
18.0,5,0.20000000000000018,1.0,4,1,0,124.30000000000018,1,4,635,1243,12,10,0,1,14,0
26.0,0,0.20000000000000018,0.3000000000000007,4,1,0,152.20000000000005,1,4,1737,1522,7,3,0,2,0,1
25.0,6,0.39999999999999947,2.5,3,0,1,244.79999999999995,1,3,1861,2448,3,25,0,1,25,1
27.0,5,0.6000000000000005,3.1000000000000014,4,1,1,370.0999999999999,0,4,2739,3701,28,31,0,1,2,1
28.0,1,0.0,1.5,2,1,1,16.59999999999991,0,2,712,166,9,15,0,4,36,0
19.0,3,0.8000000000000007,4.100000000000001,3,1,2,270.70000000000005,1,3,3132,2707,16,41,0,0,2,0
35.0,7,0.20000000000000018,2.5,2,1,1,193.20000000000005,0,2,41,1932,3,25,0,1,48,1
25.0,4,0.5999999999999996,6.5,0,1,1,1.2999999999999545,0,0,2012,13,8,65,0,2,23,0
42.0,10,0.20000000000000018,2.5,3,1,1,62.09999999999991,0,3,784,621,8,25,0,4,42,1
20.0,1,0.20000000000000018,0.5999999999999979,2,1,1,68.90000000000009,0,2,1668,689,19,6,0,1,2,1
27.0,0,0.5999999999999996,2.6999999999999993,5,0,0,302.79999999999995,0,5,2524,3028,3,27,1,0,3,1
19.0,6,0.39999999999999947,2.3000000000000007,4,1,1,278.79999999999995,0,4,1304,2788,0,23,0,1,43,0
36.0,6,0.6000000000000005,2.6000000000000014,7,1,0,536.7,1,7,3464,5367,12,26,1,0,11,1
24.0,1,0.40000000000000036,0.1999999999999993,1,1,1,120.89999999999986,0,1,1184,1209,12,2,0,1,47,0
29.0,5,0.20000000000000018,4.5,4,1,0,140.5,1,4,2118,1405,0,45,0,1,25,1
31.0,0,1.0,4.800000000000001,2,1,0,333.5,1,2,2786,3335,8,48,1,1,6,1
26.0,10,1.0,2.5,5,1,1,370.0,0,5,2130,3700,16,25,0,2,0,1
36.0,7,0.40000000000000036,5.0,4,1,2,276.29999999999995,1,4,1017,2763,7,50,0,2,3,1
25.0,0,0.39999999999999947,2.3000000000000007,1,1,0,106.0,1,1,952,1060,23,23,0,1,37,1
29.0,2,0.20000000000000018,2.5,3,1,0,195.9000000000001,1,3,630,1959,7,25,0,2,3,1
28.0,5,0.5999999999999996,0.8000000000000007,2,1,1,261.29999999999995,0,2,1450,2613,6,8,0,2,0,0
36.0,1,0.20000000000000018,4.699999999999999,1,1,0,68.40000000000009,1,1,742,684,5,47,0,0,23,1
26.0,1,0.0,0.3000000000000007,1,1,0,7.899999999999864,1,1,815,79,8,3,0,0,33,1
28.0,5,0.40000000000000036,0.09999999999999787,3,0,1,192.89999999999986,1,3,655,1929,13,1,0,0,6,0
21.0,1,0.20000000000000018,0.5999999999999979,0,1,1,61.5,0,0,150,615,11,6,0,3,10,1
18.0,13,0.40000000000000036,1.9000000000000021,9,1,1,505.79999999999995,0,9,1536,5058,12,19,2,2,39,1
34.0,2,0.40000000000000036,4.899999999999999,1,1,0,160.0999999999999,1,1,459,1601,13,49,1,1,6,1
27.0,4,0.40000000000000036,2.8999999999999986,4,0,1,234.69999999999982,1,4,1346,2347,3,29,0,1,1,1
22.0,11,1.0,8.2,6,1,1,515.8999999999999,0,6,4916,5159,20,82,0,1,2,1
16.0,11,0.6000000000000005,5.399999999999999,7,0,0,380.5,0,7,2559,3805,4,54,0,3,24,1
22.0,1,0.40000000000000036,4.800000000000001,4,0,0,227.39999999999986,0,4,2694,2274,6,48,0,1,9,1
15.0,10,0.6000000000000005,4.899999999999999,9,0,1,512.8999999999999,1,9,3055,5129,5,49,0,0,4,1
31.0,3,0.6000000000000005,0.5,2,1,0,239.79999999999995,1,2,1573,2398,19,5,1,1,3,0
33.0,6,0.8000000000000007,3.1999999999999993,1,1,0,48.799999999999955,1,1,2349,488,14,32,0,2,3,0
16.0,10,0.40000000000000036,1.0,4,1,1,248.9000000000001,0,4,2055,2489,11,10,0,0,2,1
25.0,2,0.20000000000000018,1.5,1,1,1,27.0,0,1,688,270,24,15,0,0,23,1
35.0,1,0.0,0.3000000000000007,2,1,2,121.90000000000009,1,2,232,1219,6,3,0,2,21,1
21.0,2,0.0,1.1999999999999993,2,1,1,43.5,0,2,960,435,29,12,0,1,22,1
31.0,5,0.6000000000000005,5.100000000000001,7,1,2,422.79999999999995,1,7,2880,4228,3,51,0,1,2,1
29.0,0,0.40000000000000036,4.300000000000001,1,1,2,46.5,1,1,632,465,9,43,0,1,27,1
